date,equity
2025-02-06,0.9805987109
2025-02-07,0.9829880209
2025-02-10,0.9851482029
2025-02-11,0.9819759775
2025-02-12,0.9829522779
2025-02-13,0.9757049641
2025-02-14,0.9695157082
2025-02-17,0.9653231316
2025-02-18,0.9689128782
2025-02-19,0.9708279522
2025-02-20,0.9606970816
2025-02-21,0.9642612893
2025-02-24,0.9614981183
2025-02-25,0.9613312318
2025-02-26,0.96421009
2025-02-27,0.9720150531
2025-02-28,0.9740314614
2025-03-03,0.9706881457
2025-03-04,0.9585648804
2025-03-05,0.9500674104
2025-03-06,0.9475082561
2025-03-07,0.948066011
2025-03-10,0.9441177128
2025-03-11,0.9378224646
2025-03-12,0.9399991579
2025-03-13,0.9421750326
2025-03-14,0.9384957789
2025-03-17,0.9347908738
2025-03-18,0.9395776701
2025-03-19,0.9375920823
2025-03-20,0.9373231218
2025-03-21,0.9392445314
2025-03-24,0.9380532208
2025-03-25,0.9368797813
2025-03-26,0.9367960779
2025-03-27,0.9400093733
2025-03-28,0.9414657494
2025-03-31,0.9417976128
2025-04-01,0.9398050865
2025-04-02,0.9385034678
2025-04-03,0.9371019668
2025-04-04,0.9455632241
2025-04-07,0.9430995865
2025-04-08,0.9444930474
2025-04-09,0.9273602811
2025-04-10,0.9344993689
2025-04-11,0.943335171
2025-04-14,0.940214527
2025-04-15,0.9357642635
2025-04-16,0.9425018979
2025-04-17,0.9408308274
2025-04-18,0.942090609
2025-04-21,0.9540187575
2025-04-22,0.9473570399
2025-04-23,0.9390634238
2025-04-24,0.9421898554
2025-04-25,0.9403592868
2025-04-28,0.9425352613
2025-04-29,0.9421278985
2025-04-30,0.9395894972
2025-05-01,0.9386323036
2025-05-02,0.93893995
2025-05-05,0.9364580597
2025-05-06,0.9382360592
2025-05-07,0.9324449015
2025-05-08,0.9267564207
2025-05-09,0.9277058924
2025-05-12,0.9156181274
2025-05-13,0.915021477
2025-05-14,0.9145158451
2025-05-15,0.9151503628
2025-05-16,0.9146349595
2025-05-19,0.9163416648
2025-05-20,0.9186260274
2025-05-21,0.9169617261
2025-05-22,0.9158185515
2025-05-23,0.9151091775
2025-05-26,0.9162175789
2025-05-27,0.9150497993
2025-05-28,0.9136775546
2025-05-29,0.9137647519
2025-05-30,0.9144050174
2025-06-02,0.9153232771
2025-06-03,0.9140297764
2025-06-04,0.9145788633
2025-06-05,0.9152316484
2025-06-06,0.9119176716
2025-06-09,0.9137678867
2025-06-10,0.9127326885
2025-06-11,0.9142310508
2025-06-12,0.9174559467
2025-06-13,0.9150814653
2025-06-16,0.9159315435
2025-06-17,0.9121140612
2025-06-18,0.912576308
2025-06-19,0.9122011149
2025-06-20,0.9126627996
2025-06-23,0.914063255
2025-06-24,0.9159233193
2025-06-25,0.9182370734
2025-06-26,0.9214747246
2025-06-27,0.9210210555
2025-06-30,0.9274132552
2025-07-01,0.927772617
2025-07-02,0.9275727114
2025-07-03,0.9256851546
2025-07-04,0.9249315948
2025-07-07,0.9235021138
2025-07-08,0.9263276494
2025-07-09,0.9277796193
2025-07-10,0.9265288525
2025-07-11,0.9268610283
2025-07-14,0.9324983198
2025-07-15,0.9371312998
2025-07-16,0.9403790996
2025-07-17,0.9413253233
2025-07-18,0.9392845968
2025-07-21,0.9363985471
2025-07-22,0.9330167031
2025-07-23,0.9254646947
2025-07-24,0.9231664227
2025-07-25,0.9248066176
2025-07-28,0.9318477721
2025-07-29,0.9397270533
2025-07-30,0.9480224599
2025-07-31,0.9501624232
2025-08-01,0.9439354409
2025-08-04,0.9397217029
2025-08-05,0.9386839192
2025-08-06,0.9357249507
2025-08-07,0.9346012856
2025-08-08,0.9353165452
2025-08-11,0.9363413657
2025-08-12,0.9353519445
2025-08-13,0.93570282
2025-08-14,0.933969017
2025-08-15,0.9347612456
2025-08-18,0.9353008493
2025-08-19,0.9368498639
2025-08-20,0.9369346729
2025-08-21,0.9365609352
2025-08-22,0.9358888534
2025-08-25,0.9337275018
2025-08-26,0.9341313487
2025-08-27,0.9341215192
2025-08-28,0.9353824165
2025-08-29,0.9356024754
2025-09-01,0.936589255
2025-09-02,0.9343085432
2025-09-03,0.9349671285
2025-09-04,0.93547218
2025-09-05,0.9311005445
2025-09-08,0.9265808947
2025-09-09,0.9262353199
2025-09-10,0.9248118572
2025-09-11,0.9212252535
2025-09-12,0.9221422905
2025-09-15,0.9204672114
2025-09-16,0.9160552241
2025-09-17,0.9164849948
2025-09-18,0.9198165952
2025-09-19,0.921590348
2025-09-22,0.922659836
2025-09-23,0.9211715693
2025-09-24,0.9252702419
2025-09-25,0.9310290695
2025-09-26,0.9297806767
2025-09-29,0.9270307243
2025-09-30,0.9248504815
2025-10-01,0.9233946626
2025-10-02,0.9232697595
2025-10-03,0.9222442493
2025-10-06,0.9275913486
2025-10-07,0.9320538978
2025-10-08,0.9353550224
2025-10-09,0.9393313103
2025-10-10,0.9416643141
2025-10-13,0.9398820618
2025-10-14,0.9389356505
2025-10-15,0.9399692375
2025-10-16,0.940192419
2025-10-17,0.9401404992
2025-10-20,0.940437868
2025-10-21,0.9382738112
2025-10-22,0.9375013183
2025-10-23,0.9393043131
2025-10-24,0.9395603765
2025-10-27,0.943503092
2025-10-28,0.9470920051
2025-10-29,0.9455854041
2025-10-30,0.9426325746
2025-10-31,0.9407968816
2025-11-03,0.9406720795
2025-11-04,0.9399402178
2025-11-05,0.9406193418
2025-11-06,0.9409476419
2025-11-07,0.9400733322
2025-11-10,0.938765395
2025-11-11,0.9385574936
2025-11-12,0.9385892536
2025-11-13,0.937203439
2025-11-14,0.9379035822
2025-11-17,0.9403107382
2025-11-18,0.9413037281
2025-11-19,0.9417689907
2025-11-20,0.942687104
2025-11-21,0.9412842738
2025-11-24,0.9398962204
2025-11-25,0.937640255
2025-11-26,0.933590552
2025-11-27,0.9325960155
2025-11-28,0.9316953422
2025-12-01,0.9317650476
2025-12-02,0.9303390272
2025-12-03,0.9309235981
2025-12-04,0.9304377233
2025-12-05,0.9290220162
2025-12-08,0.9297838284
2025-12-09,0.9272571512
2025-12-10,0.9245209294
2025-12-11,0.9235917318
2025-12-12,0.9237158469
2025-12-15,0.9229338728
2025-12-16,0.9227442119
2025-12-17,0.9244644341
2025-12-18,0.9242926371
2025-12-19,0.9243823761
2025-12-22,0.9241842972
2025-12-23,0.9247804519
2025-12-24,0.9248962572
2025-12-25,0.9248091654
2025-12-26,0.9253486074
2025-12-29,0.9252143132
2025-12-30,0.9261693594
2025-12-31,0.9257109707
2026-01-01,0.9254351966
2026-01-02,0.9277383464
2026-01-05,0.9285821781
2026-01-06,0.9314822767
2026-01-07,0.9291970355
2026-01-08,0.9295860646
2026-01-09,0.930332757
2026-01-12,0.9313388566
2026-01-13,0.9305143286
2026-01-14,0.9315579846
2026-01-15,0.9331031856
2026-01-16,0.9326637937
2026-01-19,0.9315031489
2026-01-20,0.9294039565
2026-01-21,0.9312791589
2026-01-22,0.9312248456
2026-01-23,0.9323344687
2026-01-26,0.9285681105
2026-01-27,0.9315965639
2026-01-28,0.934737855
2026-01-29,0.9356786674
2026-01-30,0.9303634608
2026-02-02,0.9307628195
2026-02-03,0.9337054421
2026-02-04,0.9357728053
2026-02-05,0.9365423936
2026-02-06,0.9337883525
2026-02-09,0.9302185396
2026-02-10,0.9274289876
2026-02-11,0.9271194776
2026-02-12,0.9232989842
2026-02-13,0.9228819944
2026-02-16,0.9249963547
2026-02-17,0.9253721073
2026-02-18,0.9281946891
2026-02-19,0.933141118
2026-02-20,0.9322669657
2026-02-23,0.9309740287
2026-02-24,0.9313970365
2026-02-25,0.9285124218
2026-02-26,0.9303353092
2026-02-27,0.9287350032
2026-03-02,0.9378483237
2026-03-03,0.9465370793
2026-03-04,0.9443564591
2026-03-05,0.9466442186
2026-03-06,0.9456649137
2026-03-09,0.9434707119
2026-03-10,0.9413922411
2026-03-11,0.9441549702
2026-03-12,0.9491346774
2026-03-13,0.9579583319
2026-03-16,0.9510933414
2026-03-17,0.9481009968
2026-03-18,0.9544927948
2026-03-19,0.9479704895
2026-03-20,0.9495781907
2026-03-23,0.9492898518
2026-03-24,0.9486268759
2026-03-25,0.9529014795
2026-03-26,0.9578848357
2026-03-27,0.9589415862
2026-03-30,0.9620474521
2026-03-31,0.9556486861
2026-04-01,0.9497497395
2026-04-02,0.9554191692
2026-04-03,0.9567630309
2026-04-06,0.9545401593
2026-04-07,0.9500390114
2026-04-08,0.9399045642
2026-04-09,0.9376903012
2026-04-10,0.9361513564
2026-04-13,0.9375158228
2026-04-14,0.9354417286
2026-04-15,0.9350226198
2026-04-16,0.9340235672
2026-04-17,0.9351292351
2026-04-20,0.9341294838
2026-04-21,0.9373140013
2026-04-22,0.940250981
2026-04-23,0.9429701205
2026-04-24,0.940286136
2026-04-27,0.938576359
2026-04-28,0.9394439714
2026-04-29,0.9429668657
2026-04-30,0.9392715535
2026-05-01,0.9397792463
2026-05-04,0.9321809976
2026-05-05,0.9312520847
2026-05-06,0.9258819936
2026-05-07,0.9245955685
2026-05-08,0.9204450328
2026-05-11,0.9215230203
2026-05-12,0.9246723077
2026-05-13,0.9255963186
2026-05-14,0.929717266
2026-05-15,0.9356365953
2026-05-18,0.9337000975
2026-05-19,0.9392962625
2026-05-20,0.9358268906
2026-05-21,0.9363621393
2026-05-22,0.9370077013
2026-05-25,0.9331468745
2026-05-26,0.933514461
2026-05-27,0.9354586566
2026-05-28,0.9321847754
2026-05-29,0.9298486714
2026-06-01,0.9332129584
2026-06-02,0.9325200881
2026-06-03,0.937434658
2026-06-04,0.9368417213
2026-06-05,0.9435340036
2026-06-08,0.9444269695
2026-06-09,0.9440796945
2026-06-10,0.946495596
2026-06-11,0.9418152143
2026-06-12,0.9419903594
2026-06-15,0.9386212293
2026-06-16,0.9378617044
2026-06-17,0.9476411449
2026-06-18,0.9503842565
2026-06-19,0.9496822123
2026-06-22,0.9520657618
2026-06-23,0.9602852651
2026-06-24,0.9637253316
2026-06-25,0.961673425
2026-06-26,0.9616374646
2026-06-29,0.9597545499
2026-06-30,0.9575973688
2026-07-01,0.9618819582
2026-07-02,0.9574110382
2026-07-03,0.9565131821
2026-07-06,0.9552803959
2026-07-07,0.9570280091
2026-07-08,0.9574847521
2026-07-09,0.9555404203
2026-07-10,0.9546361927
2026-07-13,0.9577083783
2026-07-14,0.9525353378
2026-07-15,0.9488760934
2026-07-16,0.9505430474
2026-07-17,0.9517710593
2026-07-20,0.9509942672
2026-07-21,0.9513633483
2026-07-22,0.9490488017
2026-07-23,0.9505028738
2026-07-24,0.9502667202
2026-07-27,0.9500290115
2026-07-28,0.9496536416
2026-07-29,0.9456714258
2026-07-30,0.9381473473
2026-07-31,0.9377557889
2026-08-03,0.9352439279
2026-08-04,0.9298878241
2026-08-05,0.9293119469
2026-08-06,0.9299239324
2026-08-07,0.928181458
2026-08-10,0.9265707752
2026-08-11,0.9235079115
2026-08-12,0.9227217681
2026-08-13,0.9226882839
2026-08-14,0.9208795201
