overall_rank,pair1,pair2,rank_model_a_strength,zscore_model_a_strength,adf_p_model_a_strength,adf_stat_model_a_strength,corr_1m_model_a_strength,corr_3m_model_a_strength,corr_6m_model_a_strength,corr_9m_model_a_strength,corr_12m_model_a_strength,rank_model_b_divergence,zscore_model_b_divergence,adf_p_model_b_divergence,adf_stat_model_b_divergence,corr_1m_model_b_divergence,corr_3m_model_b_divergence,corr_6m_model_b_divergence,corr_9m_model_b_divergence,corr_12m_model_b_divergence,rank_model_c_cointegration,zscore_model_c_cointegration,adf_p_model_c_cointegration,adf_stat_model_c_cointegration,corr_1m_model_c_cointegration,corr_3m_model_c_cointegration,corr_6m_model_c_cointegration,corr_9m_model_c_cointegration,corr_12m_model_c_cointegration,avg_rank,conviction_score,avg_zscore,conviction,suggested_direction,reason,zscore,zscore_bucket,momentum,momentum_bucket,action
11,USDCNY,USDKRW,16.0,-0.09393924038440783,,,-0.0944157939815039,0.31243741230547223,0.12992355691106688,0.12835074157999785,0.16013355413235886,2.0,-0.09393924038440783,,,-0.0944157939815039,0.31243741230547223,0.12992355691106688,0.12835074157999785,0.16013355413235886,21.0,-0.09393924038440783,2.2203963522055947e-12,-8.009545017568037,-0.0944157939815039,0.31243741230547223,0.12992355691106688,0.12835074157999785,0.16013355413235886,13.0,40.0,-0.09393924038440783,Medium,long pair2 / short pair1,Model B(背离)排名第2/21：1m相关性-0.09 偏离 12m基准0.16，背离幅度0.25,-0.09393924038440783,neutral,0.6463335215612093,reverting,获利了结
12,EURUSD,USDCNY,17.0,-0.2781097442870651,,,0.007102449105276373,-0.4004431170173824,-0.1255030053243781,-0.1353942930975728,-0.15324887618780186,5.0,-0.2781097442870651,,,0.007102449105276373,-0.4004431170173824,-0.1255030053243781,-0.1353942930975728,-0.15324887618780186,17.0,-0.2781097442870651,9.970611842135703e-19,-10.515824669686586,0.007102449105276373,-0.4004431170173824,-0.1255030053243781,-0.1353942930975728,-0.15324887618780186,13.0,40.0,-0.2781097442870651,Medium,long pair2 / short pair1,Model B(背离)排名第5/21：1m相关性0.01 偏离 12m基准-0.15，背离幅度0.16,-0.2781097442870651,neutral,0.5530925402812976,reverting,获利了结
13,EURUSD,USDJPY,2.0,-0.10187187743173229,,,-0.6006292218135199,-0.5925885564299704,-0.6514527032338431,-0.6265835004105261,-0.6724816017188749,21.0,-0.10187187743173229,,,-0.6006292218135199,-0.5925885564299704,-0.6514527032338431,-0.6265835004105261,-0.6724816017188749,19.0,-0.10187187743173229,7.485648383373056e-15,-8.976987930087219,-0.6006292218135199,-0.5925885564299704,-0.6514527032338431,-0.6265835004105261,-0.6724816017188749,14.0,35.0,-0.10187187743173227,Low,long pair2 / short pair1,Model A(强度/稳定性)排名第2/21：1m相关性-0.60、12m相关性-0.67，多窗口下相关性强且一致,-0.10187187743173229,neutral,-0.5243612965530287,extending,减仓
14,AUDNZD,USDCNY,21.0,-0.29274656699627305,,,0.12548584684652714,0.13303512140553267,-0.06423041867884104,-0.04284965164072726,-0.025513771046757883,6.0,-0.29274656699627305,,,0.12548584684652714,0.13303512140553267,-0.06423041867884104,-0.04284965164072726,-0.025513771046757883,18.0,-0.29274656699627305,7.009131385385832e-18,-10.173009142060003,0.12548584684652714,0.13303512140553267,-0.06423041867884104,-0.04284965164072726,-0.025513771046757883,15.0,30.0,-0.29274656699627305,Low,long pair2 / short pair1,Model B(背离)排名第6/21：1m相关性0.13 偏离 12m基准-0.03，背离幅度0.15,-0.29274656699627305,neutral,0.6281562788040307,reverting,获利了结
15,USDJPY,AUDNZD,12.0,0.4793440516181777,,,0.1143613853467366,0.04539671677609538,0.08908984768948322,0.12644363195530195,0.12397745578013962,21.0,0.4793440516181777,,,0.1143613853467366,0.04539671677609538,0.08908984768948322,0.12644363195530195,0.12397745578013962,13.0,0.4793440516181777,2.5777055865348747e-28,-15.47806550496189,0.1143613853467366,0.04539671677609538,0.08908984768948322,0.12644363195530195,0.12397745578013962,15.333333333333334,28.333333333333332,0.4793440516181777,Low,short pair2 / long pair1,Model A(强度/稳定性)排名第12/21：1m相关性0.11、12m相关性0.12，多窗口下相关性强且一致,0.4793440516181777,neutral,-0.319444024041528,extending,减仓
16,USDJPY,USDKRW,7.0,-0.063836215078362,,,0.40064099517583646,0.5020357703462638,0.5177835487176841,0.44100024237846314,0.4438499266159706,21.0,-0.063836215078362,,,0.40064099517583646,0.5020357703462638,0.5177835487176841,0.44100024237846314,0.4438499266159706,20.0,-0.063836215078362,5.538025240370106e-13,-8.24643310107073,0.40064099517583646,0.5020357703462638,0.5177835487176841,0.44100024237846314,0.4438499266159706,16.0,25.0,-0.063836215078362,Low,long pair2 / short pair1,Model A(强度/稳定性)排名第7/21：1m相关性0.40、12m相关性0.44，多窗口下相关性强且一致,-0.063836215078362,neutral,0.6829193951069997,reverting,获利了结
17,AUDNZD,USDTWD,20.0,-0.16037857836400032,,,-0.06707612792636802,0.1493166534856879,0.02821047190563114,0.029563867356442456,0.0647564689663304,21.0,-0.16037857836400032,,,-0.06707612792636802,0.1493166534856879,0.02821047190563114,0.029563867356442456,0.0647564689663304,7.0,-0.16037857836400032,0.0,-19.41778832636612,-0.06707612792636802,0.1493166534856879,0.02821047190563114,0.029563867356442456,0.0647564689663304,16.0,25.0,-0.16037857836400032,Low,long pair2 / short pair1,Model C(cointegration)排名第7/21：价差ADF检验统计量=-19.4（越负越显著），p值<0.001，存在统计意义上的均值回归证据,-0.16037857836400032,neutral,-0.5374464628751947,extending,减仓
18,GBPUSD,AUDNZD,18.0,0.5409807280641572,,,-0.1100981446718075,-0.0032568190793856506,-0.0323419528766398,-0.10463716713421223,-0.14119366514264103,21.0,0.5409807280641572,,,-0.1100981446718075,-0.0032568190793856506,-0.0323419528766398,-0.10463716713421223,-0.14119366514264103,11.0,0.5409807280641572,1.4006647093319238e-28,-15.69979344957462,-0.1100981446718075,-0.0032568190793856506,-0.0323419528766398,-0.10463716713421223,-0.14119366514264103,16.666666666666668,21.66666666666666,0.5409807280641572,Low,short pair2 / long pair1,Model C(cointegration)排名第11/21：价差ADF检验统计量=-15.7（越负越显著），p值<0.001，存在统计意义上的均值回归证据,0.5409807280641572,moderate,-0.3523479580706397,extending,观望
19,USDJPY,USDCNY,14.0,-0.2861684252210568,,,0.060964276460538126,0.4130379359490143,0.09480799637436456,0.13911931766779215,0.16118861643820473,21.0,-0.2861684252210568,,,0.060964276460538126,0.4130379359490143,0.09480799637436456,0.13911931766779215,0.16118861643820473,15.0,-0.2861684252210568,2.0571108557850405e-21,-11.64917007180364,0.060964276460538126,0.4130379359490143,0.09480799637436456,0.13911931766779215,0.16118861643820473,16.666666666666668,21.66666666666666,-0.2861684252210568,Low,long pair2 / short pair1,Model A(强度/稳定性)排名第14/21：1m相关性0.06、12m相关性0.16，多窗口下相关性强且一致,-0.2861684252210568,neutral,0.5918789731795503,reverting,获利了结
20,GBPUSD,USDCNY,15.0,-0.14395559485397036,,,-0.0856679518727145,-0.40305900519117216,-0.09627253824011774,-0.09365107617202233,-0.12724076218313352,21.0,-0.14395559485397036,,,-0.0856679518727145,-0.40305900519117216,-0.09627253824011774,-0.09365107617202233,-0.12724076218313352,16.0,-0.14395559485397036,8.181702771767794e-19,-10.550892800700503,-0.0856679518727145,-0.40305900519117216,-0.09627253824011774,-0.09365107617202233,-0.12724076218313352,17.333333333333332,18.33333333333334,-0.14395559485397036,Low,long pair2 / short pair1,Model A(强度/稳定性)排名第15/21：1m相关性-0.09、12m相关性-0.13，多窗口下相关性强且一致,-0.14395559485397036,neutral,0.7305563040951227,reverting,获利了结
21,EURUSD,AUDNZD,19.0,0.4824420057258503,,,-0.16474337533735997,0.07838148658663009,-0.05317275522543516,-0.11281288966749921,-0.12007767929653496,21.0,0.4824420057258503,,,-0.16474337533735997,0.07838148658663009,-0.05317275522543516,-0.11281288966749921,-0.12007767929653496,12.0,0.4824420057258503,1.4469790523316617e-28,-15.687601222317317,-0.16474337533735997,0.07838148658663009,-0.05317275522543516,-0.11281288966749921,-0.12007767929653496,17.333333333333332,18.33333333333334,0.4824420057258503,Low,short pair2 / long pair1,Model C(cointegration)排名第12/21：价差ADF检验统计量=-15.7（越负越显著），p值<0.001，存在统计意义上的均值回归证据,0.4824420057258503,neutral,-0.2946477630084289,flat,观望
